Hotel_Name	City_Name	Features
Kuni's	chicago	137 128 076 205 052 165
Trattoria Dinotto	chicago	026 249 249 125 075 205 053 165
Cafe du Midi	chicago	214 249 200 063 092 075 205 053 165
Eli's the Place for Steaks	chicago	026 174 101 099 249 225 076 205 053 167
Natraj	chicago	214 035 117 078 208 056 170
Il Fornaio	chicago	214 249 198 125 075 205 053 165
St. Germain Bakery-Cafe	chicago	026 249 249 059 231 156 016 092 075 204 053 164
Siam Square	chicago	026 253 235 074 204 052 163
Russian Palace	chicago	026 062 249 198 200 196 191 192 202 078 208 056 170
Klay Oven	chicago	026 024 117 076 205 053 166
La Paella	chicago	214 174 249 200 229 223 075 205 053 166
Honda	chicago	026 174 099 191 192 024 128 075 205 053 166
Shaw's Crab House & Blue Crab	chicago	026 174 101 099 249 191 192 024 212 076 205 053 166
Catch 35	chicago	026 174 101 099 189 191 192 057 071 024 212 075 205 053 166
GIBSONS BAR & STEAKHOUSE	chicago	026 237 194 215 213 102 174 101 099 249 184 245 191 192 114 225 076 206 053 167
Le Loup Cafe	chicago	214 249 063 090 075 205 052 164
Barry's Ribs & More	chicago	137 249 174 100 249 059 231 008 017 075 204 051 163
Grand and Wells Tap	chicago	026 174 249 191 192 024 225 075 205 052 165
TALLGRASS	chicago	026 011 249 200 245 196 191 192 146 090 077 206 054 168
Primavera	chicago	026 174 040 057 071 024 125 075 206 054 167
Trattoria Ginotto	chicago	137 249 174 249 136 125 075 205 052 165
Bruna's Ristorante	chicago	214 249 125 075 205 052 165
Costa d'Oro	chicago	026 174 099 245 196 242 024 125 076 205 054 168
Tien Tsin	chicago	137 249 035 039 075 205 052 164
Bistro Europa	chicago	137 249 174 011 249 200 196 191 192 242 045 075 205 053 165
Sage's	chicago	137 174 099 191 192 040 024 008 076 206 053 166
Mei Shung	chicago	214 035 039 075 204 051 164
Ceiling Zero	chicago	137 174 249 045 090 075 205 053 165
Lino's	chicago	026 174 099 189 024 125 076 205 053 166
Nookies Tree	chicago	214 249 100 086 249 149 156 008 074 204 051 163
El Dinamico Dallas	chicago	214 035 249 149 059 231 034 078 208 056 170
Staropolska	chicago	214 249 174 249 198 021 186 078 208 056 170
Grecian Taverna	chicago	214 198 103 075 204 052 164
Jack Gibbons Garden	chicago	137 174 249 136 149 225 076 205 052 165
Adagio	chicago	214 174 249 191 192 247 057 071 125 078 208 056 170
Thai 55th	chicago	137 229 235 075 204 051 163
Rosebud	chicago	214 174 249 245 191 192 229 125 076 205 053 165
MONTPARNASSE	chicago	137 174 011 080 099 200 245 191 192 024 090 077 206 054 168
Tavern in the Town	chicago	137 174 011 136 191 192 006 076 206 054 166
Cafe Spiaggia	chicago	026 249 125 076 206 054 166
La Bella Pasteria	chicago	137 249 125 075 205 053 165
Hubbard Street Grill	chicago	026 174 101 249 242 114 024 006 075 205 053 165
Walker Bros.	chicago	137 100 086 198 156 008 076 205 053 163
Mykonos	chicago	137 249 174 249 103 075 205 053 164
Estaloca	chicago	026 063 234 074 204 052 164
N.N. Smokehouse	chicago	214 150 057 071 017 078 208 056 170
Tra Via	chicago	214 174 249 136 025 125 076 205 053 165
Michael Jordan's	chicago	026 249 194 215 213 102 174 178 249 191 192 114 024 006 074 204 053 165
Mill Race Inn	chicago	026 174 011 249 198 191 192 063 008 075 205 054 165
LE VICHYSSOIS	chicago	137 174 097 011 080 249 200 245 196 193 191 192 146 247 090 076 206 054 168
Cy's Crab House	chicago	214 249 174 249 212 074 204 051 164
Red Lion Pub	chicago	214 194 215 213 249 184 149 229 001 070 074 204 053 163
Mama Desta's Red Sea	chicago	214 249 072 075 204 051 163
Zinfandel	chicago	026 249 174 101 242 024 007 076 205 053 166
Breakfast Club	chicago	026 198 149 156 025 008 075 205 052 163
Thai Room	chicago	026 253 198 235 076 205 052 163
Golden Ox	chicago	214 174 097 249 198 191 192 010 057 071 098 075 205 053 165
El Presidente	chicago	214 249 004 132 035 249 149 063 142 074 204 051 163
Lloyd's	chicago	026 024 229 008 074 204 052 164
Gilardi's	chicago	137 174 249 125 075 205 053 166
Szechwan Palace	chicago	137 249 191 192 021 039 075 205 052 164
La Cantina	chicago	026 174 024 125 075 205 053 165
Daniel J's	chicago	214 249 196 242 025 006 076 205 052 165
Sabatino's	chicago	214 174 249 191 192 125 075 205 053 165
Tehran	chicago	214 179 075 204 052 163
Lutnia	chicago	214 249 198 229 186 075 205 053 165
Stevie B's	chicago	214 249 174 100 086 059 231 017 075 204 051 164
Tommy Nevin's Pub	chicago	137 249 004 132 249 057 071 120 078 208 056 170
Zaven's	chicago	026 174 191 192 045 076 206 054 167
Dick's Last Resort	chicago	026 249 194 215 213 004 132 100 178 086 184 063 057 071 008 068 074 204 052 164
Twin Anchors	chicago	214 249 010 229 017 076 205 052 164
Leona's on Taylor	chicago	214 249 174 100 086 198 191 192 125 182 075 204 052 164
Parthenon	chicago	026 237 249 174 004 132 249 245 191 192 229 103 075 205 052 164
Avanzare	chicago	026 101 099 249 200 191 192 063 114 024 125 076 206 054 167
Duke of Perth	chicago	214 249 194 215 213 184 001 211 074 205 053 163
Cafe La Cave	chicago	137 174 011 249 200 245 196 191 192 045 076 206 054 167
Froggy's	chicago	137 097 011 200 196 193 191 192 092 076 206 053 166
Hard Rock Cafe	chicago	026 237 249 194 215 213 174 100 178 086 249 149 191 192 197 114 068 107 074 204 053 164
Nana's	chicago	026 063 059 231 125 075 205 051 164
Tuscany	chicago	214 174 249 245 189 024 125 076 205 053 166
Scoozi!	chicago	026 237 102 174 249 114 024 125 182 076 205 054 165
Itto Sushi	chicago	214 174 128 075 205 052 165
Tucci Milan	chicago	026 174 249 189 229 125 075 205 053 165
Gusto Italiano	chicago	137 174 191 192 063 229 001 125 075 205 052 164
Bertucci's Pizzeria	chicago	026 249 174 100 086 229 125 182 074 204 052 163
Song Huong	chicago	214 249 035 136 198 246 076 204 051 163
Vita	chicago	026 174 242 024 125 078 208 056 170
Gandhi Indian	chicago	214 021 117 075 204 051 164
Salaam	chicago	137 249 174 148 249 150 191 192 021 008 045 078 208 056 170
Spavone's Seven Hills	chicago	137 249 174 249 198 191 192 125 075 205 053 165
Mondelli's on Grand	chicago	026 249 125 075 205 052 165
La Perla del Mediterraneo	chicago	137 174 249 245 191 192 057 071 140 076 205 053 166
LE TITI DE PARIS	chicago	137 190 174 097 011 080 200 245 196 191 192 146 091 077 207 054 168
Pappagallo's	chicago	137 174 198 125 078 208 056 170
Spasso	chicago	137 174 011 249 136 200 191 192 025 125 076 206 054 166
Joe-n-Giuseppe	chicago	137 174 249 191 192 125 076 205 053 165
GABRIEL'S	chicago	137 011 099 200 245 196 193 191 192 242 146 114 090 125 077 206 054 168
Tecalitan	chicago	214 249 004 132 142 075 204 052 163
Oodles of Noodles	chicago	214 249 083 014 078 208 056 170
Tutto Bene	chicago	026 174 249 229 125 075 205 053 164
Cape Cod Room	chicago	026 249 174 099 146 040 010 024 212 076 206 054 167
Nhu Hoa Cafe	chicago	214 246 075 204 051 163
Father and Son Pizza	chicago	214 249 174 004 132 100 178 086 229 125 182 074 204 052 163
Geja's Cafe	chicago	214 174 080 249 200 245 247 057 071 085 078 208 056 170
Gavroche	chicago	214 004 132 057 071 092 075 205 052 165
Mandar-Inn	chicago	214 249 136 198 191 192 039 076 205 053 164
Crown Room	chicago	026 040 006 078 208 056 170
Garardo's Cafe	chicago	137 174 136 198 125 078 208 056 170
Sayat Nova	chicago	026 196 143 075 205 053 164
Piatti	chicago	026 174 249 196 191 192 063 242 025 125 140 075 204 053 165
SPIAGGIA	chicago	026 249 101 099 245 191 192 146 125 076 206 055 168
Old Jerusalem	chicago	026 035 149 143 075 204 051 163
Cafe Luciano	chicago	026 249 174 249 198 063 024 125 075 205 053 165
Panda Panda	chicago	137 039 075 205 053 164
Helmand	chicago	214 249 002 076 205 053 164
J.P.'s Eating Place	chicago	214 174 249 191 192 212 142 075 205 052 165
Via Veneto	chicago	137 249 196 125 075 205 052 165
Cassis	chicago	026 242 090 078 208 056 170
Ibis	chicago	214 249 195 078 208 056 170
Thai Star Cafe	chicago	026 035 235 075 204 051 163
Yasuke	chicago	137 174 128 078 208 056 170
Leona's	chicago	137 249 174 100 086 198 191 192 125 182 078 208 056 170
La Bocca della Verita	chicago	214 125 078 208 056 170
Bertucci's	chicago	214 249 149 125 075 205 053 164
Sanko	chicago	214 004 132 128 075 204 053 163
Penny's Noodle Shop	chicago	214 249 035 149 083 039 235 014 075 204 052 163
Lanna Thai	chicago	214 035 198 229 235 075 205 052 163
Cielo	chicago	026 174 040 024 008 125 075 205 054 165
Charlie's Ale House	chicago	026 249 194 215 213 249 184 063 008 074 204 053 164
Barney's Market Club and Steak	chicago	174 099 024 225 078 208 056 170
Dao	chicago	026 235 075 204 051 163
Barn of Barrington	chicago	137 174 249 191 192 008 075 205 053 166
KIKI'S BISTRO	chicago	026 174 200 245 189 114 024 092 076 206 054 167
La Boheme	chicago	137 011 200 245 196 193 063 146 247 091 076 206 054 167
R.J. Grunts	chicago	214 249 100 086 249 149 008 075 205 052 164
Mrs. Park's Tavern	chicago	026 249 174 004 132 198 040 024 006 078 208 056 170
Lucky Platter	chicago	137 253 249 249 149 025 006 075 205 052 163
Sai Cafe	chicago	214 128 076 205 052 165
Blind Faith Cafe	chicago	137 253 249 249 150 149 111 059 231 036 156 112 243 075 205 052 163
Vivo	chicago	026 102 174 249 184 200 114 125 075 205 054 166
New Japan	chicago	137 011 128 076 206 053 165
La Canasta	chicago	214 249 174 004 132 100 086 229 234 074 204 052 164
Thai Little Home Cafe	chicago	214 198 235 076 205 051 163
Lutz Continental Cafe & Pastry	chicago	253 174 084 087 198 149 063 016 045 075 205 053 163
La Sorella di Francesca	chicago	137 011 249 136 200 149 191 192 063 242 125 076 206 053 165
Club Lago	chicago	026 198 149 125 074 204 052 164
Red Tomato	chicago	214 249 149 025 125 075 205 053 165
Eddie's Collage	chicago	214 008 078 208 056 170
Oak Terrace	chicago	026 249 198 040 024 021 008 075 205 053 166
CAFE BA-BA-REEBA!	chicago	214 249 174 249 191 192 063 114 223 232 076 205 054 165
Matsuya	chicago	214 128 076 205 052 164
La Margarita	chicago	026 249 142 075 205 053 164
Salvatore's	chicago	026 174 249 200 196 191 192 063 125 075 205 053 165
Kerouac Jack's	chicago	214 194 215 213 197 068 078 208 056 170
Belden Deli	chicago	214 249 174 004 132 198 036 156 058 129 074 204 051 163
Galans	chicago	214 174 249 198 191 192 241 075 205 053 165
Del Rio	chicago	137 080 249 125 075 205 052 165
CARLOS'	chicago	137 190 174 097 011 080 249 200 245 196 193 191 192 146 114 111 090 077 207 054 169
Berghoff	chicago	026 237 249 198 191 192 010 229 229 098 075 205 053 164
Giannotti Steak House	chicago	137 174 249 198 125 225 076 205 053 166
El Tinajon	chicago	137 249 059 231 105 075 205 052 163
Emperor's Choice	chicago	214 004 132 039 076 205 052 164
Daruma	chicago	137 174 004 132 128 076 205 053 164
Buffalo Ranch	chicago	137 174 100 225 074 205 053 164
Topo Gigio	chicago	026 249 174 249 063 125 075 205 052 165
Bohemian Crystal	chicago	137 174 097 249 198 191 192 049 075 205 052 163
Zasu	chicago	214 253 068 074 205 052 164
TOPOLOBAMPO	chicago	026 245 191 192 142 077 206 054 167
Nookies	chicago	214 249 100 086 249 149 156 008 042 061 074 204 051 163
Winklestein's	chicago	026 249 036 156 058 129 075 204 051 163
Rose Angelis	chicago	214 249 200 149 125 075 205 053 165
Bridges	chicago	026 212 078 208 056 170
Momotaro	chicago	137 128 075 205 053 164
That Steak Joynt	chicago	026 174 178 249 245 191 192 057 071 225 074 204 052 165
Su Casa	chicago	026 174 057 071 024 138 142 078 208 056 170
Cafe Maxx	chicago	137 006 075 204 053 165
My Place For ?	chicago	214 249 103 212 075 205 052 164
Ristorante Chianti	chicago	137 249 125 075 205 053 164
Beirut	chicago	214 198 057 071 134 078 208 056 170
Trattoria Gianni	chicago	026 174 249 245 063 125 075 205 052 166
Julio's Latin Cafe	chicago	137 174 136 218 076 205 053 165
Colorado Steakhouse	chicago	137 249 174 100 249 225 074 204 052 164
Harry Caray's	chicago	026 174 249 189 191 192 114 024 008 125 075 205 053 165
Athenian Room	chicago	026 249 100 249 149 083 059 231 103 075 205 051 163
Leona's Original Pizza	chicago	214 249 174 004 132 100 086 198 191 192 125 182 075 204 052 163
Don's Fishmarket & Tavern	chicago	137 174 249 212 075 205 053 165
Big Bowl Cafe	chicago	026 249 174 249 149 059 231 068 075 205 052 163
Da Luigino	chicago	137 249 136 198 200 196 125 076 205 053 165
Viceroy of India	chicago	214 249 174 117 075 205 052 164
Brett's	chicago	214 249 193 025 006 075 205 052 165
Bacchus Nibbles	chicago	137 249 174 004 132 198 149 045 092 078 208 056 170
Las Palmas	chicago	214 100 086 142 074 205 052 163
Basta Pasta	chicago	214 174 249 149 025 125 075 205 053 164
Ina's Kitchen	chicago	214 084 087 149 191 192 063 114 156 006 075 205 053 163
Butcher Shop Steakhouse	chicago	026 174 099 249 024 225 075 205 052 166
Genesee Depot	chicago	137 035 249 196 008 076 205 053 165
Ron of Japan	chicago	026 174 128 075 205 053 165
Park Avenue Cafe	chicago	026 174 099 040 024 006 078 208 056 170
Zealous	chicago	137 174 011 200 196 191 192 242 006 076 206 053 167
Carmine's Clamhouse	chicago	026 249 174 099 249 245 191 192 242 024 125 212 075 205 053 167
Chano Chano	chicago	137 249 249 001 142 075 205 052 163
Bagel	chicago	214 249 198 036 156 058 129 075 204 052 163
Szechwan North	chicago	137 174 191 192 021 039 078 208 056 170
EMILIO'S TAPAS BAR & RESTAURANT	chicago	174 011 249 245 242 114 223 232 076 206 054 165
California Pizza Kitchen	chicago	026 249 174 100 086 182 075 205 052 163
Jim & Johnny's	chicago	026 174 249 125 075 205 053 165
Cafe Pyrenees	chicago	137 174 011 196 193 146 025 091 076 206 053 166
Fond de la Tour	chicago	137 011 099 200 196 146 045 091 076 206 054 167
Furama	chicago	214 229 039 074 204 051 163
Dave's Italian Kitchen	chicago	137 253 035 249 149 125 075 205 051 163
Cafe Gordon	chicago	026 249 174 099 149 191 192 242 040 024 006 078 208 056 170
94th Aero Squadron	chicago	137 174 249 198 200 193 191 192 021 008 074 205 054 165
Cucina Bella	chicago	026 249 198 125 075 205 053 164
Aegean Isles	chicago	137 249 229 103 074 204 052 164
Sole Mio	chicago	214 174 249 245 191 192 125 076 205 053 166
Healthy Food	chicago	214 035 249 198 059 231 135 074 204 051 163
Bite	chicago	214 242 068 078 208 056 170
Brasserie T	chicago	137 242 068 078 208 056 170
Emilio's Granada	chicago	137 249 011 249 191 192 242 223 232 076 206 054 165
foodlife	chicago	026 253 249 100 086 198 149 114 059 231 068 075 204 053 163
CHARLIE TROTTER'S	chicago	214 174 097 080 099 150 200 245 193 191 192 146 114 111 025 006 077 207 054 169
Bossa Nova	chicago	214 102 004 132 249 114 057 071 232 075 205 054 165
Bistro in Highwood	chicago	137 011 242 068 078 208 056 170
Nick & Tony's	chicago	026 174 249 191 192 063 242 024 125 078 208 056 170
Geppetto's	chicago	137 253 249 149 125 182 078 208 056 170
Erwin	chicago	214 174 249 193 242 006 076 205 053 166
Mrs. Levy's Delicatessen	chicago	026 198 156 008 058 129 074 204 052 163
Cottage	chicago	137 174 097 011 249 146 247 090 006 076 206 054 167
Stanley's Kitchen & Tap	chicago	214 249 194 215 213 174 100 086 249 184 229 008 074 204 052 163
Yvette	chicago	026 102 101 249 184 200 191 192 063 057 071 092 075 205 053 166
Gino's East	chicago	026 253 249 174 100 086 149 125 182 075 204 051 163
Gin Go Gae	chicago	214 249 130 075 205 051 163
Little Szechwan	chicago	137 136 039 075 205 052 164
VA PENSIERO	chicago	137 011 200 196 191 192 025 125 076 206 054 167
Danilo's	chicago	026 174 125 075 205 052 165
Thai Town	chicago	214 253 235 075 205 051 163
Dragon Inn North	chicago	137 174 198 039 075 205 052 164
Anna Maria Pasteria	chicago	214 035 249 125 075 205 052 163
Slice of Life	chicago	214 004 132 198 129 074 204 052 163
Paladino's	chicago	026 174 086 249 184 125 182 078 208 056 170
Santa Fe Tapas	chicago	214 249 025 222 232 075 204 052 164
Glass Dome Hickory Pit	chicago	214 174 249 198 229 017 075 204 052 164
Lucci's Pasta Facce Trattoria	chicago	137 174 249 198 191 192 024 125 075 205 053 164
Santorini	chicago	026 174 004 132 249 103 075 205 053 165
Retreat	chicago	137 249 200 196 191 192 090 006 075 205 054 165
Dish	chicago	214 249 197 242 007 075 205 052 164
Miller's Pub	chicago	026 004 132 178 249 156 008 074 204 052 164
Zofia's	chicago	137 174 249 198 191 192 008 186 075 205 052 163
Nancy's Original Stuffed Pizza	chicago	249 004 132 100 086 149 182 075 204 051 163
Courtyards of Plaka	chicago	026 249 174 249 001 103 075 205 053 164
FRONTERA GRILL	chicago	026 249 149 191 192 063 114 001 142 077 206 054 166
Thai Borrahn	chicago	026 021 235 075 205 053 164
Centro	chicago	026 102 174 189 114 125 075 205 053 165
Next Door	chicago	137 125 076 205 052 165
Hau Giang	chicago	214 035 001 246 075 204 050 163
Printer's Row	chicago	026 080 099 245 196 191 192 024 006 076 206 054 167
Parrinello	chicago	026 174 200 245 196 125 076 205 053 166
Wishbone	chicago	214 249 174 035 100 086 249 114 156 229 030 047 220 217 076 205 052 163
Zum Deutschen Eck	chicago	214 174 249 198 191 192 057 071 229 098 075 205 053 165
Vinyl	chicago	026 174 004 132 249 184 191 192 242 114 057 071 006 078 208 056 170
King Crab Tavern & Seafood	chicago	026 174 249 063 212 075 205 052 165
La Majada	chicago	137 249 057 071 001 142 074 205 053 164
Betise	chicago	137 249 174 011 191 192 247 090 075 205 054 166
Outback Steakhouse	chicago	137 174 249 191 192 225 075 205 053 165
Wild Onion	chicago	214 249 025 006 075 205 052 164
Club Creole	chicago	026 030 047 078 208 056 170
Capriccio's	chicago	137 249 125 075 205 053 165
Charlie Chiang	chicago	137 174 039 075 205 052 164
PUMP ROOM	chicago	026 174 099 200 245 196 193 191 192 146 040 057 071 024 229 006 076 206 055 167
Pazzo's Pizza & Pasta Kitchen	chicago	026 249 174 024 125 075 205 053 164
LaLO	chicago	214 249 086 136 149 142 076 205 052 164
Brother Jimmy's BBQ	chicago	214 249 194 215 213 174 249 184 191 192 017 074 204 052 164
Brasserie Bellevue	chicago	026 249 174 193 063 040 092 075 205 053 165
Boston Blackie's	chicago	214 249 194 215 213 174 249 229 107 075 205 052 163
Del Debbio's	chicago	137 125 075 205 051 164
Austin Koo's Mandarin	chicago	026 039 074 204 052 164
LE FRANCAIS	chicago	137 190 174 097 011 080 200 245 196 193 189 146 114 024 091 077 207 055 169
Sixty-Five	chicago	214 253 249 174 198 059 231 229 039 075 204 051 164
Jackie's	chicago	214 190 097 099 200 245 196 191 192 146 025 090 014 076 206 053 168
Greenery	chicago	137 097 136 025 007 076 206 054 167
Dellwood Pickle	chicago	214 035 249 059 231 156 008 068 074 204 051 163
Merlot Joe's	chicago	214 174 249 200 063 092 075 205 052 164
Roditys	chicago	026 249 174 249 191 192 001 103 075 205 052 164
Stella d'Italia	chicago	026 249 196 242 125 075 205 053 165
Tuttaposto	chicago	026 174 101 249 196 025 140 076 205 053 166
Hi Howe	chicago	214 198 149 039 075 204 051 163
La Fontanella	chicago	214 249 229 125 075 205 052 165
Retro Bistro	chicago	137 174 200 196 193 191 192 025 092 076 206 053 166
Heartland Cafe	chicago	214 249 249 063 111 083 059 231 057 071 036 156 112 243 074 204 052 163
Tony Spavone's	chicago	137 249 191 192 057 071 125 075 205 052 165
Basilico	chicago	137 174 196 125 075 205 052 164
Tania's	chicago	214 174 004 132 249 057 071 048 075 205 053 165
Mekong	chicago	214 246 075 204 052 163
Best Hunan	chicago	137 174 136 039 076 205 053 164
Myron & Phil's	chicago	137 249 149 229 212 225 129 076 205 052 166
Campeche	chicago	214 004 132 249 142 074 204 051 163
Boulevard	chicago	026 174 099 200 146 040 024 045 075 206 054 167
SEASONS	chicago	026 174 097 080 099 245 193 146 040 024 025 006 077 207 055 168
Czech Plaza	chicago	137 249 249 149 049 075 205 052 163
Twisted Lizard	chicago	214 249 086 249 234 078 208 056 170
Bravissimo	chicago	026 174 249 191 192 063 024 125 075 205 053 165
Angelina Ristorante	chicago	214 174 249 149 125 075 205 053 165
Dancing Noodles Cafe	chicago	137 249 174 100 178 249 059 231 021 125 074 204 052 163
Club Lucky	chicago	214 174 249 149 191 192 114 125 075 205 053 164
Tapas Barcelona	chicago	026 249 174 184 245 191 192 242 223 232 078 208 056 170
Poolgogi House	chicago	214 035 198 130 078 208 056 170
Cafe Phoenicia	chicago	214 198 143 075 205 052 164
Stefani's	chicago	214 174 249 191 192 063 125 182 075 205 053 165
Erie Cafe	chicago	026 174 099 249 191 192 242 024 225 075 205 053 167
Little Europe	chicago	214 249 136 198 021 186 076 205 053 163
Papagus Greek Taverna	chicago	026 249 174 245 191 192 063 040 024 103 075 205 054 165
Stetson's Chop House	chicago	026 174 099 040 024 225 075 205 053 167
Korean Restaurant	chicago	214 004 132 021 130 074 204 051 163
VINCI	chicago	214 174 249 196 191 192 125 076 206 054 166
Giordano's	chicago	214 100 182 075 204 052 163
Celebrity Cafe	chicago	026 174 040 024 068 076 205 053 167
Carlucci	chicago	214 174 249 191 192 063 247 125 076 206 054 166
Don Juan's	chicago	137 249 142 076 205 052 165
August Moon	chicago	214 035 118 075 204 052 163
Ruth's Chris Steak House	chicago	026 174 101 099 245 024 225 076 206 053 167
Clara's Pasta di Casa	chicago	137 174 198 149 125 078 208 056 170
Tokyo Marina	chicago	214 174 128 075 205 052 164
La Gondola	chicago	214 174 249 125 075 205 052 165
Singha	chicago	026 024 235 075 204 052 163
La Creperie	chicago	214 249 035 249 200 063 091 075 205 052 164
Bukhara	chicago	026 174 021 001 117 075 204 053 165
Soul Kitchen	chicago	214 035 249 149 025 007 034 006 076 205 053 164
Emilio's Meson Sabika	chicago	137 174 011 057 071 223 232 078 208 056 170
Hackney's	chicago	137 249 174 100 086 249 063 107 075 205 052 163
Gennaro's	chicago	214 249 198 125 075 204 052 165
Home Bakery	chicago	214 249 198 059 231 036 186 075 205 051 162
Bando	chicago	214 174 130 075 204 052 164
Aurelio's	chicago	137 100 086 149 182 075 205 052 163
Robinson's No. 1 Ribs	chicago	214 100 086 249 063 017 075 204 051 164
Trattoria Roma Terza	chicago	026 249 125 076 205 053 165
ENTRE NOUS	chicago	026 174 193 146 040 090 006 076 206 054 168
Hat Dance	chicago	026 174 101 249 184 063 222 075 205 054 165
Cannella's	chicago	026 174 249 229 125 075 205 052 164
Pegasus	chicago	026 249 174 249 191 192 103 075 205 053 164
Nookies Too	chicago	214 249 100 086 249 149 156 008 074 204 052 163
El Nandu	chicago	214 059 231 012 078 208 056 170
Noodle Noodle	chicago	214 253 150 149 083 014 075 205 052 163
Pomodori	chicago	214 174 249 196 242 125 078 208 056 170
My pi Pizzeria	chicago	214 249 004 132 100 086 149 182 075 204 052 163
Lupita's	chicago	137 100 086 142 075 205 053 164
Benkay	chicago	026 174 099 191 192 040 024 128 076 206 054 167
Heaven On Seven	chicago	026 149 083 059 231 156 008 030 047 042 061 076 205 052 163
Medici	chicago	137 249 004 132 086 249 083 156 008 107 074 204 052 163
O Fame	chicago	214 249 100 086 149 125 182 075 204 052 164
Piatti Verde	chicago	026 125 243 078 208 056 170
Gypsy's Cove	chicago	214 174 249 242 232 180 075 205 052 165
Chez Paul	chicago	026 174 249 200 191 192 146 010 247 057 071 045 091 075 205 054 167
Kampai	chicago	137 174 191 192 128 076 205 053 165
UN GRAND CAFE	chicago	214 174 097 249 200 245 196 063 092 076 206 054 167
Fernando's	chicago	214 142 075 205 052 163
Oak Tree	chicago	026 253 249 198 149 156 008 075 204 053 163
Pomodoro	chicago	137 174 249 125 075 205 053 165
Zarrosta Grill	chicago	137 249 174 100 086 191 192 182 031 075 205 053 165
Chicago Diner	chicago	214 253 249 174 249 150 149 111 156 112 243 074 204 051 163
Szechwan Restaurant	chicago	137 249 174 191 192 021 039 075 205 053 164
Pierogi Inn	chicago	214 035 249 198 186 075 204 051 163
Orbit	chicago	214 249 249 198 186 075 205 051 163
Southport City Saloon	chicago	214 249 249 184 191 192 063 247 008 074 204 052 164
Tucchetti	chicago	137 174 100 249 198 125 074 205 053 164
Fountain Blue	chicago	137 249 200 146 008 045 075 205 053 165
Cucina Roma	chicago	137 174 025 125 078 208 056 170
Blue Mesa	chicago	214 249 174 249 191 192 063 247 025 222 075 205 053 164
Original Pancake House	chicago	214 100 086 149 156 008 076 205 052 163
Fireplace Inn	chicago	026 004 132 249 200 063 247 017 075 205 052 164
Seven Treasures	chicago	214 249 004 132 149 039 075 204 051 162
Hashalom	chicago	214 035 143 144 075 204 051 163
Leo's Lunchroom	chicago	214 035 249 149 197 156 068 006 076 204 052 163
Chez Delphonse	chicago	214 249 025 034 090 075 205 052 164
Lindo Mexico	chicago	137 249 004 132 100 086 249 001 142 075 204 053 164
Palm	chicago	026 174 099 249 245 189 191 192 024 225 076 205 053 167
Delaney and Murphy	chicago	137 174 099 040 024 225 075 205 053 166
Gino's Steak House	chicago	137 174 198 024 225 078 208 056 170
Jerome's	chicago	214 249 102 249 063 036 156 068 006 075 205 053 165
Da Nicola Ristorante	chicago	214 249 125 074 205 052 165
Nuevo Leon	chicago	214 249 004 132 136 156 001 142 076 205 051 163
Abbis Abeba	chicago	214 072 075 205 051 163
Daniello's	chicago	137 174 249 198 057 071 125 074 204 052 164
Queen of the Sea	chicago	137 004 132 249 220 217 078 208 056 170
Rinconcito Sudamericano	chicago	214 249 136 001 180 075 205 052 164
Convito Italiano	chicago	137 249 174 059 231 036 025 125 075 205 053 165
Filippo's	chicago	214 249 196 125 075 205 053 165
Yvette North	chicago	137 174 249 191 192 057 071 092 078 208 056 170
Caribbean Delight	chicago	137 249 034 075 204 052 164
Kamehachi	chicago	026 128 076 205 053 165
Trattoria Pizzeria Roma	chicago	026 249 125 182 075 205 053 165
Machu Picchu	chicago	214 035 180 078 208 056 170
Gold Coast Dogs	chicago	026 249 100 086 059 231 229 008 075 204 051 162
Roxy Cafe	chicago	137 249 249 198 242 024 008 068 006 075 205 053 164
Weber Grill Restaurant	chicago	137 249 174 100 249 008 017 075 205 053 165
Cuisine:s	chicago	026 174 136 040 140 076 206 054 167
Como Inn	chicago	026 249 174 249 191 192 010 125 075 205 053 165
Bub City Crabshack & BBQ	chicago	214 249 174 100 249 191 192 197 057 071 212 017 074 205 053 164
Dragon Inn	chicago	137 174 039 075 205 052 164
Monastero's	chicago	214 249 191 192 125 075 205 053 165
Ambassador Caffe	chicago	214 035 048 078 208 056 170
Mathon's	chicago	137 249 212 075 205 052 165
La Locanda	chicago	026 174 249 200 245 024 125 076 205 053 167
It's Greek to Me	chicago	026 174 004 132 249 103 075 205 053 164
Old Carolina Crab House	chicago	026 249 174 191 192 001 212 075 205 053 165
Buckingham's	chicago	026 174 099 146 040 024 225 075 206 053 167
Gale Street Inn	chicago	214 174 249 198 008 045 017 075 205 052 164
Grappa	chicago	026 174 101 099 200 193 242 040 247 024 125 076 205 054 167
Poul Zakopane Harnas	chicago	214 045 186 078 208 056 170
Soul Queen	chicago	137 249 174 004 132 249 136 021 220 217 078 208 056 170
Cousin's	chicago	214 249 035 198 140 143 075 204 051 163
Taylor Brewing Company	chicago	137 194 215 213 174 184 008 074 204 053 163
Trader Vic's	chicago	026 174 099 191 192 040 024 021 187 078 208 056 170
Home Run Inn	chicago	137 249 100 086 149 229 182 075 204 052 163
Winnetka Grill	chicago	137 174 011 249 200 196 191 192 063 025 006 076 206 053 167
TRIO	chicago	137 174 011 080 099 150 200 245 196 191 192 242 146 114 111 247 090 125 014 077 207 055 169
Giovanni's	chicago	137 174 004 132 249 136 198 245 191 192 059 231 008 125 075 205 052 164
